user_id,country,acquisition_channel,registration_date
828,US,Organic Search,2023-06-22
829,CA,Paid Social,2023-01-15
830,UK,Paid Social,2023-09-11
831,US,Referral,2023-06-16
832,UK,Paid Social,2023-04-04
833,US,Email,2023-09-07
834,US,Paid Social,2023-04-19
835,UK,Direct,2023-07-01
836,UK,Paid Social,2023-05-13
837,DE,Email,2023-06-24
838,US,Paid Social,2023-05-24
839,UK,Paid Social,2023-11-02
840,CA,Paid Social,2023-12-26
841,US,Paid Social,2023-05-22
842,CA,Organic Search,2023-10-12
843,US,Organic Search,2023-01-06
844,DE,Organic Search,2023-09-22
845,US,Email,2023-04-08
846,UK,Organic Search,2023-02-13
847,US,Organic Search,2023-05-04
848,DE,Direct,2023-07-28
849,UK,Paid Social,2023-09-08
850,UK,Paid Social,2023-10-12
851,US,Organic Search,2023-05-04
852,CA,Referral,2023-12-20
853,US,Email,2023-09-01
854,DE,Email,2023-11-27
855,US,Paid Social,2023-12-31
856,US,Direct,2023-09-09
857,US,Organic Search,2023-08-18
858,UK,Organic Search,2023-01-09
859,UK,Organic Search,2023-02-17
860,US,Paid Social,2023-05-31
861,AU,Paid Social,2023-04-24
862,UK,Paid Social,2023-07-27
863,UK,Organic Search,2023-12-21
864,UK,Paid Social,2023-05-05
865,UK,Direct,2023-06-06
866,UK,Paid Social,2023-12-06
867,US,Direct,2023-10-25
868,US,Organic Search,2023-07-08
869,DE,Email,2023-08-31
870,DE,Paid Social,2023-10-11
871,US,Organic Search,2023-09-29
872,US,Organic Search,2023-06-26
873,CA,Paid Social,2023-08-06
874,UK,Email,2023-10-09
875,US,Paid Social,2023-06-19
876,US,Organic Search,2023-06-30
877,CA,Email,2023-12-26
878,CA,Paid Social,2023-08-21
879,US,Paid Social,2023-05-19
880,US,Paid Social,2023-06-06
881,US,Organic Search,2023-05-09
882,CA,Paid Social,2023-04-29
883,US,Paid Social,2023-03-03
884,US,Referral,2023-04-09
885,AU,Paid Social,2023-06-11
886,US,Paid Social,2023-03-03
887,CA,Paid Social,2023-10-02
888,US,Email,2023-12-20
889,US,Email,2023-04-05
890,US,Paid Social,2023-04-09
891,CA,Direct,2023-04-21
892,DE,Paid Social,2023-09-05
893,AU,Paid Social,2023-05-22
894,US,Organic Search,2023-10-29
895,CA,Paid Social,2023-09-26
896,US,Organic Search,2023-11-02
897,US,Email,2023-05-25
898,DE,Paid Social,2023-02-21
899,US,Referral,2023-04-10
900,US,Paid Social,2023-06-01
901,US,Paid Social,2023-04-27
902,US,Paid Social,2023-07-04
903,US,Organic Search,2023-04-02
904,UK,Paid Social,2023-06-04
905,UK,Organic Search,2023-01-08
906,DE,Paid Social,2023-12-29
907,AU,Paid Social,2023-10-01
908,US,Direct,2023-03-06
909,US,Organic Search,2023-05-21
910,US,Organic Search,2023-01-24
911,UK,Paid Social,2023-01-28
912,US,Email,2023-10-11
913,CA,Direct,2023-05-30
914,UK,Paid Social,2023-12-24
915,UK,Paid Social,2023-03-06
916,UK,Organic Search,2023-11-23
917,US,Referral,2023-09-09
918,DE,Paid Social,2023-02-22
919,AU,Organic Search,2023-01-07
920,US,Paid Social,2023-10-21
921,DE,Organic Search,2023-05-26
922,UK,Referral,2023-08-29
923,DE,Organic Search,2023-09-03
924,AU,Paid Social,2023-08-14
925,UK,Organic Search,2023-06-24
926,US,Direct,2023-04-05
927,US,Direct,2023-01-27
928,UK,Paid Social,2023-05-10
929,CA,Paid Social,2023-09-02
930,US,Email,2023-02-28
931,US,Organic Search,2023-02-03
932,AU,Paid Social,2023-07-25
933,DE,Organic Search,2023-09-09
934,UK,Referral,2023-02-07
935,US,Paid Social,2023-10-23
936,US,Direct,2023-11-19
937,US,Paid Social,2023-12-18
938,DE,Organic Search,2023-01-28
939,US,Organic Search,2023-03-19
940,UK,Organic Search,2023-03-18
941,US,Paid Social,2023-10-16
942,UK,Organic Search,2023-06-05
943,CA,Organic Search,2023-02-13
944,AU,Email,2023-05-08
945,US,Referral,2023-03-02
946,US,Paid Social,2023-10-13
947,US,Paid Social,2023-08-02
948,DE,Organic Search,2023-11-07
949,DE,Paid Social,2023-11-02
950,UK,Email,2023-11-13
951,CA,Organic Search,2023-04-26
952,CA,Organic Search,2023-09-25
953,US,Direct,2023-07-14
954,DE,Paid Social,2023-08-19
955,UK,Organic Search,2023-08-15
956,US,Paid Social,2023-06-02
957,UK,Paid Social,2023-10-29
958,US,Paid Social,2023-08-08
959,US,Direct,2023-06-06
960,CA,Email,2023-10-19
961,US,Paid Social,2023-11-14
962,CA,Email,2023-01-31
963,US,Paid Social,2023-11-09
964,US,Direct,2023-02-20
965,US,Paid Social,2023-04-17
966,US,Email,2023-11-17
967,CA,Email,2023-04-19
968,US,Organic Search,2023-05-16
969,UK,Email,2023-12-05
970,UK,Email,2023-02-11
971,CA,Direct,2023-03-22
972,DE,Organic Search,2023-05-03
973,CA,Email,2023-03-30
974,US,Email,2023-10-10
975,US,Organic Search,2023-02-08
976,US,Referral,2023-03-22
977,UK,Organic Search,2023-01-02
978,US,Organic Search,2023-07-29
979,UK,Paid Social,2023-08-19
980,UK,Paid Social,2023-12-19
981,US,Paid Social,2023-11-01
982,AU,Organic Search,2023-08-29
983,US,Referral,2023-05-30
984,US,Organic Search,2023-01-17
985,CA,Organic Search,2023-04-29
986,UK,Organic Search,2023-05-28
987,CA,Paid Social,2023-12-28
988,UK,Email,2023-05-25
989,US,Paid Social,2023-12-26
990,AU,Email,2023-08-21
991,AU,Organic Search,2023-02-06
992,CA,Paid Social,2023-12-18
993,US,Paid Social,2023-04-30
994,UK,Paid Social,2023-05-16
995,US,Organic Search,2023-11-17
996,US,Paid Social,2023-10-29
997,DE,Paid Social,2023-12-05
998,US,Direct,2023-04-12
999,DE,Paid Social,2023-08-06
1000,UK,Organic Search,2023-02-28
1001,US,Paid Social,2023-10-06
1002,UK,Organic Search,2023-04-26
1003,DE,Email,2023-11-28
1004,CA,Paid Social,2023-03-18
1005,AU,Organic Search,2023-05-17
1006,CA,Referral,2023-03-14
1007,CA,Paid Social,2023-02-06
1008,AU,Organic Search,2023-01-31
1009,US,Paid Social,2023-03-26
1010,UK,Organic Search,2023-06-07
1011,US,Email,2023-11-01
1012,DE,Email,2023-10-19
1013,DE,Referral,2023-05-28
1014,US,Paid Social,2023-08-13
1015,CA,Paid Social,2023-03-05
1016,DE,Direct,2023-08-28
1017,US,Organic Search,2023-12-19
1018,UK,Paid Social,2023-06-05
1019,DE,Paid Social,2023-12-25
1020,US,Organic Search,2023-07-26
1021,CA,Paid Social,2023-05-20
1022,US,Email,2023-09-14
1023,DE,Email,2023-10-04
1024,DE,Organic Search,2023-09-10
1025,DE,Organic Search,2023-08-13
1026,UK,Organic Search,2023-02-11
1027,DE,Email,2023-11-03
1028,AU,Organic Search,2023-01-21
1029,US,Direct,2023-08-10
1030,AU,Organic Search,2023-06-15
1031,US,Paid Social,2023-11-06
1032,UK,Paid Social,2023-05-09
1033,US,Direct,2023-01-14
1034,US,Organic Search,2023-02-16
1035,US,Paid Social,2023-04-28
1036,CA,Organic Search,2023-12-12
1037,US,Direct,2023-10-22
1038,CA,Email,2023-10-28
1039,US,Organic Search,2023-01-11
1040,US,Email,2023-12-11
1041,UK,Paid Social,2023-05-18
1042,AU,Organic Search,2023-10-23
1043,US,Paid Social,2023-01-21
1044,CA,Organic Search,2023-03-31
1045,DE,Direct,2023-08-29
1046,CA,Direct,2023-09-23
1047,US,Organic Search,2023-11-30
1048,US,Paid Social,2023-08-15
1049,DE,Email,2023-05-23
1050,US,Email,2023-04-03
1051,DE,Paid Social,2023-10-27
1052,UK,Referral,2023-08-12
1053,DE,Paid Social,2023-11-22
1054,AU,Paid Social,2023-09-09
1055,DE,Email,2023-02-16
1056,US,Paid Social,2023-08-29
1057,AU,Paid Social,2023-06-28
1058,UK,Paid Social,2023-07-29
1059,UK,Email,2023-06-20
1060,CA,Email,2023-06-14
1061,DE,Paid Social,2023-12-10
1062,DE,Paid Social,2023-02-23
1063,AU,Paid Social,2023-03-24
1064,UK,Paid Social,2023-06-18
1065,UK,Organic Search,2023-07-30
1066,CA,Direct,2023-12-22
1067,US,Paid Social,2023-09-11
1068,US,Paid Social,2023-05-28
1069,US,Organic Search,2023-12-06
1070,US,Organic Search,2023-07-25
1071,US,Email,2023-10-09
1072,US,Paid Social,2023-01-19
1073,US,Organic Search,2023-08-21
1074,US,Paid Social,2023-02-15
1075,DE,Paid Social,2023-06-11
1076,UK,Organic Search,2023-05-10
1077,US,Paid Social,2023-06-15
1078,CA,Paid Social,2023-03-01
1079,US,Paid Social,2023-07-26
1080,DE,Paid Social,2023-09-21
1081,AU,Paid Social,2023-01-01
1082,US,Referral,2023-12-03
1083,UK,Paid Social,2023-10-05
1084,DE,Organic Search,2023-08-25
1085,DE,Organic Search,2023-07-31
1086,UK,Paid Social,2023-01-28
1087,CA,Direct,2023-04-07
1088,US,Organic Search,2023-09-23
1089,DE,Direct,2023-07-05
1090,US,Organic Search,2023-11-15
1091,DE,Paid Social,2023-09-13
1092,CA,Direct,2023-11-17
1093,CA,Paid Social,2023-08-15
1094,UK,Paid Social,2023-01-27
1095,US,Organic Search,2023-04-15
1096,US,Direct,2023-05-17
1097,US,Organic Search,2023-10-09
1098,US,Email,2023-03-09
1099,AU,Organic Search,2023-05-28
1100,US,Email,2023-08-13
1101,US,Paid Social,2023-12-24
1102,DE,Direct,2023-09-06
1103,DE,Paid Social,2023-03-04
1104,DE,Email,2023-01-15
1105,DE,Organic Search,2023-11-19
1106,US,Organic Search,2023-11-08
1107,US,Paid Social,2023-05-03
1108,AU,Organic Search,2023-12-30
1109,CA,Organic Search,2023-03-23
1110,US,Email,2023-06-09
1111,AU,Referral,2023-10-10
1112,US,Paid Social,2023-01-08
1113,US,Email,2023-10-10
1114,UK,Paid Social,2023-07-28
1115,UK,Organic Search,2023-02-17
1116,UK,Direct,2023-04-26
1117,US,Paid Social,2023-02-28
1118,DE,Referral,2023-08-25
1119,US,Organic Search,2023-03-02
1120,US,Paid Social,2023-11-28
1121,DE,Organic Search,2023-03-20
1122,DE,Organic Search,2023-09-13
1123,DE,Organic Search,2023-05-30
1124,AU,Referral,2023-09-18
1125,CA,Email,2023-12-28
1126,UK,Direct,2023-05-20
1127,US,Paid Social,2023-08-01
1128,UK,Paid Social,2023-09-05
1129,US,Organic Search,2023-08-30
1130,US,Organic Search,2023-05-05
1131,CA,Paid Social,2023-08-22
1132,UK,Direct,2023-10-10
1133,US,Paid Social,2023-03-16
1134,US,Organic Search,2023-07-16
1135,CA,Organic Search,2023-04-08
1136,US,Organic Search,2023-11-03
1137,DE,Paid Social,2023-09-18
1138,UK,Email,2023-03-11
1139,UK,Paid Social,2023-02-05
1140,UK,Email,2023-05-22
1141,AU,Paid Social,2023-08-01
1142,US,Paid Social,2023-06-24
1143,CA,Organic Search,2023-09-17
1144,UK,Email,2023-05-17
1145,US,Direct,2023-01-02
1146,DE,Organic Search,2023-05-25
1147,AU,Paid Social,2023-06-02
1148,CA,Paid Social,2023-10-28
1149,DE,Paid Social,2023-10-24
1150,DE,Email,2023-12-04
1151,CA,Paid Social,2023-09-08
1152,AU,Paid Social,2023-03-18
1153,CA,Organic Search,2023-08-17
1154,CA,Organic Search,2023-10-03
1155,CA,Organic Search,2023-09-05
1156,AU,Organic Search,2023-06-26
1157,US,Direct,2023-06-20
1158,DE,Direct,2023-10-10
1159,DE,Organic Search,2023-10-06
1160,US,Email,2023-07-13
1161,AU,Organic Search,2023-08-22
1162,US,Paid Social,2023-06-14
1163,US,Organic Search,2023-04-07
1164,CA,Paid Social,2023-12-24
1165,US,Organic Search,2023-05-03
1166,AU,Paid Social,2023-10-20
1167,AU,Paid Social,2023-07-16
1168,UK,Referral,2023-04-30
1169,US,Organic Search,2023-07-30
1170,US,Organic Search,2023-01-23
1171,CA,Organic Search,2023-06-12
1172,DE,Paid Social,2023-08-31
1173,CA,Organic Search,2023-12-28
1174,US,Email,2023-07-15
1175,CA,Paid Social,2023-07-17
1176,UK,Paid Social,2023-12-06
1177,AU,Paid Social,2023-11-30
1178,US,Organic Search,2023-03-19
1179,AU,Organic Search,2023-09-11
1180,UK,Paid Social,2023-01-19
1181,DE,Paid Social,2023-03-06
1182,US,Organic Search,2023-09-15
1183,CA,Organic Search,2023-10-30
1184,DE,Referral,2023-06-19
1185,US,Organic Search,2023-02-21
1186,DE,Email,2023-08-14
1187,CA,Direct,2023-02-21
1188,US,Organic Search,2023-09-27
1189,US,Organic Search,2023-08-22
1190,CA,Organic Search,2023-01-08
1191,US,Paid Social,2023-03-15
1192,UK,Paid Social,2023-07-29
1193,US,Direct,2023-12-02
1194,CA,Email,2023-03-21
1195,US,Paid Social,2023-02-08
1196,DE,Organic Search,2023-08-29
1197,DE,Organic Search,2023-05-16
1198,DE,Email,2023-06-23
1199,CA,Organic Search,2023-11-16
1200,US,Organic Search,2023-12-21
1201,AU,Direct,2023-07-23
1202,US,Paid Social,2023-11-29
1203,US,Email,2023-02-11
1204,US,Paid Social,2023-06-18
1205,UK,Organic Search,2023-12-12
1206,AU,Email,2023-10-01
1207,CA,Organic Search,2023-07-14
1208,UK,Paid Social,2023-06-12
1209,US,Paid Social,2023-11-17
1210,DE,Organic Search,2023-09-07
1211,UK,Paid Social,2023-10-05
1212,UK,Organic Search,2023-01-19
1213,US,Paid Social,2023-11-13
1214,AU,Paid Social,2023-02-05
1215,CA,Direct,2023-05-01
1216,US,Email,2023-11-20
1217,US,Organic Search,2023-12-17
1218,CA,Paid Social,2023-05-28
1219,CA,Paid Social,2023-04-27
1220,US,Organic Search,2023-02-16
1221,DE,Direct,2023-08-11
1222,US,Direct,2023-02-20
1223,UK,Organic Search,2023-11-21
1224,DE,Paid Social,2023-12-27
1225,UK,Organic Search,2023-02-21
1226,CA,Paid Social,2023-08-16
1227,US,Organic Search,2023-03-27
1228,US,Referral,2023-12-22
1229,DE,Direct,2023-06-03
1230,UK,Paid Social,2023-01-15
1231,DE,Paid Social,2023-01-24
1232,US,Email,2023-06-16
1233,US,Paid Social,2023-01-29
1234,US,Organic Search,2023-05-31
1235,CA,Paid Social,2023-07-03
1236,US,Email,2023-07-11
1237,DE,Paid Social,2023-08-09
1238,UK,Paid Social,2023-03-16
1239,DE,Email,2023-05-06
1240,US,Email,2023-09-29
1241,DE,Email,2023-07-30
1242,AU,Organic Search,2023-10-17
1243,AU,Paid Social,2023-12-16
1244,AU,Direct,2023-04-03
1245,AU,Direct,2023-03-29
1246,CA,Paid Social,2023-03-31
1247,US,Organic Search,2023-02-10
1248,US,Direct,2023-11-09
1249,DE,Direct,2023-07-15
1250,CA,Organic Search,2023-11-14
1251,AU,Paid Social,2023-12-16
1252,UK,Organic Search,2023-05-04
1253,US,Paid Social,2023-09-12
1254,US,Organic Search,2023-10-26
1255,CA,Paid Social,2023-03-15
1256,UK,Paid Social,2023-04-29
1257,US,Paid Social,2023-08-25
1258,UK,Paid Social,2023-11-23
1259,US,Email,2023-05-11
1260,UK,Organic Search,2023-08-24
1261,US,Organic Search,2023-05-11
1262,AU,Email,2023-12-08
1263,US,Organic Search,2023-01-05
1264,UK,Referral,2023-08-27
1265,US,Email,2023-05-28
1266,US,Paid Social,2023-12-13
1267,US,Referral,2023-10-07
1268,UK,Organic Search,2023-03-22
1269,CA,Paid Social,2023-02-07
1270,US,Paid Social,2023-08-15
1271,CA,Paid Social,2023-06-26
1272,DE,Email,2023-10-28
1273,AU,Organic Search,2023-06-03
1274,US,Paid Social,2023-11-24
1275,UK,Paid Social,2023-08-06
1276,US,Paid Social,2023-12-20
1277,US,Organic Search,2023-05-09
1278,DE,Paid Social,2023-08-22
1279,US,Email,2023-06-04
1280,UK,Organic Search,2023-04-12
1281,CA,Email,2023-07-16
1282,CA,Paid Social,2023-09-05
1283,UK,Direct,2023-02-24
1284,US,Direct,2023-05-02
1285,US,Organic Search,2023-07-15
1286,UK,Paid Social,2023-10-20
1287,US,Email,2023-07-03
1288,US,Paid Social,2023-10-22
1289,US,Referral,2023-06-01
1290,US,Paid Social,2023-12-25
1291,US,Organic Search,2023-06-01
1292,US,Paid Social,2023-01-12
1293,UK,Referral,2023-12-04
1294,CA,Paid Social,2023-07-22
1295,AU,Email,2023-05-21
1296,US,Email,2023-01-05
1297,US,Paid Social,2023-10-17
1298,US,Organic Search,2023-12-18
1299,CA,Direct,2023-01-26
1300,CA,Paid Social,2023-11-07
1301,US,Direct,2023-09-12
1302,DE,Paid Social,2023-05-27
1303,US,Paid Social,2023-04-28
1304,UK,Direct,2023-11-07
1305,CA,Paid Social,2023-06-30
1306,DE,Paid Social,2023-04-23
1307,CA,Paid Social,2023-11-22
1308,AU,Paid Social,2023-04-08
1309,US,Paid Social,2023-11-14
1310,AU,Email,2023-05-09
1311,US,Paid Social,2023-12-14
1312,DE,Paid Social,2023-12-04
1313,UK,Paid Social,2023-12-15
1314,AU,Organic Search,2023-03-12
1315,UK,Organic Search,2023-11-18
1316,CA,Email,2023-02-19
1317,UK,Direct,2023-11-18
1318,CA,Paid Social,2023-11-27
1319,US,Paid Social,2023-01-21
1320,US,Organic Search,2023-06-08
1321,US,Paid Social,2023-08-14
1322,US,Paid Social,2023-01-18
1323,DE,Paid Social,2023-10-24
1324,US,Paid Social,2023-07-06
1325,DE,Organic Search,2023-03-09
1326,US,Organic Search,2023-02-16
1327,US,Referral,2023-06-01
1328,AU,Paid Social,2023-06-17
1329,CA,Paid Social,2023-08-01
1330,UK,Organic Search,2023-03-31
1331,UK,Organic Search,2023-04-13
1332,CA,Direct,2023-03-09
1333,US,Paid Social,2023-10-04
1334,DE,Paid Social,2023-07-07
1335,DE,Organic Search,2023-09-29
1336,CA,Direct,2023-09-14
1337,US,Organic Search,2023-05-20
1338,CA,Organic Search,2023-03-26
1339,US,Paid Social,2023-05-12
1340,US,Organic Search,2023-09-04
1341,US,Organic Search,2023-06-01
1342,UK,Paid Social,2023-06-23
1343,DE,Paid Social,2023-02-28
1344,CA,Email,2023-08-28
1345,CA,Paid Social,2023-02-08
1346,UK,Organic Search,2023-03-14
1347,US,Organic Search,2023-04-26
1348,US,Referral,2023-12-13
1349,DE,Paid Social,2023-12-12
1350,US,Direct,2023-07-23
1351,DE,Organic Search,2023-10-13
1352,UK,Paid Social,2023-07-07
1353,UK,Organic Search,2023-02-16
1354,CA,Paid Social,2023-07-22
1355,UK,Email,2023-01-08
1356,DE,Referral,2023-05-16
1357,DE,Paid Social,2023-10-02
1358,UK,Paid Social,2023-03-05
1359,US,Email,2023-08-21
1360,UK,Paid Social,2023-07-08
1361,DE,Organic Search,2023-12-11
1362,US,Paid Social,2023-12-11
1363,CA,Organic Search,2023-05-15
1364,CA,Paid Social,2023-10-27
1365,CA,Paid Social,2023-07-15
1366,US,Paid Social,2023-11-23
1367,CA,Paid Social,2023-07-10
1368,DE,Organic Search,2023-02-25
1369,US,Paid Social,2023-12-12
1370,US,Email,2023-04-30
1371,DE,Paid Social,2023-08-30
1372,US,Paid Social,2023-01-13
1373,DE,Email,2023-11-14
1374,UK,Email,2023-10-15
1375,US,Organic Search,2023-06-17
1376,DE,Organic Search,2023-11-09
1377,UK,Direct,2023-04-24
1378,UK,Email,2023-11-28
1379,US,Referral,2023-02-02
1380,UK,Email,2023-11-22
1381,US,Paid Social,2023-08-26
1382,US,Paid Social,2023-12-25
1383,DE,Organic Search,2023-06-04
1384,US,Organic Search,2023-11-29
1385,CA,Paid Social,2023-07-29
1386,US,Paid Social,2023-03-01
1387,AU,Paid Social,2023-03-13
1388,US,Direct,2023-01-24
1389,DE,Organic Search,2023-01-20
1390,UK,Paid Social,2023-06-05
1391,US,Organic Search,2023-09-10
1392,US,Paid Social,2023-03-01
1393,US,Direct,2023-02-19
1394,UK,Paid Social,2023-05-01
1395,US,Referral,2023-10-03
1396,AU,Organic Search,2023-03-11
1397,UK,Paid Social,2023-07-18
1398,US,Paid Social,2023-08-21
1399,CA,Paid Social,2023-07-09
1400,CA,Email,2023-12-10
1401,US,Paid Social,2023-12-23
1402,US,Email,2023-10-04
1403,US,Organic Search,2023-08-03
1404,CA,Email,2023-10-28
1405,CA,Organic Search,2023-03-21
1406,UK,Email,2023-08-01
1407,AU,Paid Social,2023-12-02
1408,AU,Paid Social,2023-02-20
1409,UK,Paid Social,2023-09-08
1410,DE,Email,2023-11-12
1411,US,Organic Search,2023-07-28
1412,US,Paid Social,2023-05-24
1413,US,Email,2023-01-17
1414,US,Paid Social,2023-12-20
1415,UK,Organic Search,2023-07-09
1416,DE,Paid Social,2023-04-22
1417,US,Paid Social,2023-08-16
1418,US,Email,2023-08-16
1419,UK,Direct,2023-05-01
1420,DE,Paid Social,2023-07-05
1421,US,Referral,2023-02-20
1422,UK,Paid Social,2023-12-18
1423,US,Organic Search,2023-07-08
1424,US,Organic Search,2023-10-06
1425,DE,Paid Social,2023-11-27
1426,DE,Organic Search,2023-07-03
1427,US,Email,2023-02-01
1428,DE,Direct,2023-07-23
1429,CA,Organic Search,2023-05-22
1430,DE,Paid Social,2023-04-08
1431,UK,Direct,2023-03-04
1432,UK,Email,2023-08-21
1433,UK,Email,2023-02-16
1434,CA,Paid Social,2023-12-06
1435,US,Direct,2023-04-19
1436,US,Paid Social,2023-11-25
1437,US,Paid Social,2023-11-24
1438,CA,Organic Search,2023-11-02
1439,US,Organic Search,2023-01-11
1440,CA,Paid Social,2023-01-26
1441,DE,Organic Search,2023-06-20
1442,US,Organic Search,2023-05-05
1443,CA,Direct,2023-03-06
1444,UK,Organic Search,2023-10-17
1445,DE,Paid Social,2023-04-16
1446,US,Paid Social,2023-02-05
1447,CA,Referral,2023-10-11
1448,AU,Paid Social,2023-04-17
1449,DE,Organic Search,2023-10-28
1450,CA,Paid Social,2023-04-21
1451,UK,Email,2023-04-30
1452,CA,Referral,2023-06-18
1453,DE,Paid Social,2023-03-17
1454,UK,Paid Social,2023-11-02
1455,US,Email,2023-01-02
1456,DE,Organic Search,2023-05-22
1457,CA,Paid Social,2023-03-16
1458,CA,Paid Social,2023-03-08
1459,US,Organic Search,2023-10-04
1460,CA,Paid Social,2023-05-09
1461,US,Organic Search,2023-03-31
1462,CA,Paid Social,2023-02-26
1463,US,Email,2023-12-05
1464,CA,Organic Search,2023-01-14
1465,DE,Email,2023-03-09
1466,US,Organic Search,2023-01-08
1467,DE,Paid Social,2023-07-03
1468,UK,Organic Search,2023-05-02
1469,DE,Email,2023-10-29
1470,AU,Direct,2023-06-15
1471,UK,Paid Social,2023-01-09
1472,CA,Email,2023-03-31
1473,DE,Paid Social,2023-05-16
1474,UK,Referral,2023-01-27
1475,US,Direct,2023-03-06
1476,CA,Email,2023-08-04
1477,AU,Paid Social,2023-09-27
1478,AU,Organic Search,2023-02-28
1479,AU,Paid Social,2023-02-02
1480,UK,Organic Search,2023-09-01
1481,AU,Paid Social,2023-08-18
1482,US,Paid Social,2023-07-05
1483,UK,Paid Social,2023-09-20
1484,US,Organic Search,2023-10-31
1485,US,Organic Search,2023-02-25
1486,US,Paid Social,2023-08-20
1487,US,Referral,2023-09-15
1488,CA,Paid Social,2023-04-24
1489,US,Paid Social,2023-11-11
1490,UK,Direct,2023-01-23
1491,US,Paid Social,2023-12-04
1492,US,Organic Search,2023-09-24
1493,US,Paid Social,2023-06-04
1494,US,Organic Search,2023-08-23
1495,CA,Referral,2023-11-26
1496,CA,Organic Search,2023-01-16
1497,CA,Paid Social,2023-02-01
1498,UK,Organic Search,2023-09-03
1499,US,Organic Search,2023-07-25
1500,DE,Direct,2023-08-07
1501,UK,Organic Search,2023-12-18
1502,UK,Organic Search,2023-02-25
1503,US,Paid Social,2023-09-09
1504,US,Organic Search,2023-12-31
1505,US,Organic Search,2023-08-16
1506,US,Email,2023-02-07
1507,UK,Direct,2023-02-11
1508,UK,Email,2023-06-14
1509,CA,Email,2023-11-08
1510,AU,Paid Social,2023-03-17
1511,AU,Organic Search,2023-02-03
1512,CA,Direct,2023-03-06
1513,DE,Email,2023-05-21
1514,US,Direct,2023-11-16
1515,US,Paid Social,2023-11-21
1516,US,Organic Search,2023-10-27
1517,CA,Email,2023-10-08
1518,DE,Direct,2023-12-31
1519,US,Referral,2023-06-16
1520,DE,Organic Search,2023-07-15
1521,US,Organic Search,2023-11-02
1522,DE,Organic Search,2023-09-29
1523,US,Direct,2023-05-31
1524,US,Organic Search,2023-08-21
1525,UK,Organic Search,2023-09-16
1526,US,Referral,2023-11-06
1527,US,Organic Search,2023-08-09
1528,US,Email,2023-02-20
1529,AU,Paid Social,2023-12-26
1530,UK,Email,2023-02-28
1531,US,Paid Social,2023-12-02
1532,CA,Email,2023-11-30
1533,CA,Email,2023-10-10
1534,US,Organic Search,2023-04-21
1535,UK,Organic Search,2023-08-09
1536,US,Organic Search,2023-08-20
1537,US,Paid Social,2023-04-27
1538,CA,Email,2023-07-31
1539,US,Paid Social,2023-06-23
1540,UK,Paid Social,2023-08-21
1541,CA,Organic Search,2023-07-24
1542,US,Email,2023-08-01
1543,UK,Referral,2023-02-18
1544,US,Organic Search,2023-06-10
1545,DE,Paid Social,2023-08-07
1546,UK,Organic Search,2023-06-10
1547,AU,Paid Social,2023-12-07
1548,UK,Paid Social,2023-05-11
1549,US,Organic Search,2023-07-11
1550,CA,Paid Social,2023-03-20
1551,DE,Paid Social,2023-12-18
1552,CA,Paid Social,2023-08-31
1553,AU,Paid Social,2023-02-04
1554,DE,Organic Search,2023-02-16
1555,US,Direct,2023-02-13
1556,US,Direct,2023-02-17
1557,CA,Paid Social,2023-08-10
1558,UK,Organic Search,2023-02-19
1559,AU,Direct,2023-07-10
1560,DE,Referral,2023-03-08
1561,US,Organic Search,2023-10-12
1562,US,Paid Social,2023-01-31
1563,AU,Organic Search,2023-10-28
1564,US,Paid Social,2023-10-15
1565,AU,Organic Search,2023-10-15
1566,UK,Paid Social,2023-06-18
1567,CA,Paid Social,2023-12-10
1568,US,Paid Social,2023-03-04
1569,CA,Paid Social,2023-07-30
1570,UK,Paid Social,2023-07-01
1571,UK,Paid Social,2023-12-07
1572,US,Organic Search,2023-08-05
1573,CA,Organic Search,2023-01-27
1574,DE,Email,2023-05-28
1575,US,Organic Search,2023-11-04
1576,US,Direct,2023-06-09
1577,US,Email,2023-06-30
1578,CA,Organic Search,2023-02-23
1579,CA,Paid Social,2023-10-23
1580,UK,Paid Social,2023-09-17
1581,US,Email,2023-04-19
1582,US,Email,2023-03-21
1583,UK,Direct,2023-12-03
1584,UK,Organic Search,2023-09-04
1585,DE,Paid Social,2023-04-25
1586,US,Paid Social,2023-02-25
1587,CA,Paid Social,2023-06-29
1588,UK,Organic Search,2023-10-12
1589,UK,Organic Search,2023-07-08
1590,CA,Direct,2023-02-28
1591,CA,Paid Social,2023-05-23
1592,DE,Paid Social,2023-10-21
1593,US,Paid Social,2023-04-26
1594,US,Email,2023-08-08
1595,CA,Direct,2023-10-15
1596,UK,Organic Search,2023-11-15
1597,US,Organic Search,2023-11-11
1598,US,Organic Search,2023-12-12
1599,US,Email,2023-11-26
1600,DE,Paid Social,2023-10-13
1601,US,Paid Social,2023-01-14
1602,US,Paid Social,2023-11-08
1603,US,Paid Social,2023-12-03
1604,US,Email,2023-12-22
1605,US,Paid Social,2023-05-17
1606,UK,Organic Search,2023-01-15
1607,US,Organic Search,2023-04-03
1608,AU,Paid Social,2023-05-20
1609,US,Email,2023-12-26
1610,UK,Paid Social,2023-06-08
1611,DE,Email,2023-06-23
1612,CA,Direct,2023-06-29
1613,UK,Organic Search,2023-01-04
1614,US,Organic Search,2023-04-03
1615,US,Organic Search,2023-03-15
1616,CA,Direct,2023-10-17
1617,DE,Organic Search,2023-12-03
1618,CA,Paid Social,2023-07-25
1619,UK,Paid Social,2023-02-05
