order_id,user_id,order_date,revenue,status
5822,3810,2023-07-27,8.84,Completed
12873,2681,2023-07-27,22.58,Completed
10366,834,2023-07-27,40.35,Refunded
3721,2630,2023-07-27,146.99,Completed
7793,4630,2023-07-27,42.93,Completed
9053,4111,2023-07-28,52.6,Refunded
7123,4391,2023-07-28,61.73,Refunded
6586,2483,2023-07-28,54.15,Completed
2124,3663,2023-07-28,14.25,Completed
3719,1680,2023-07-28,56.57,Completed
5998,2584,2023-07-28,64.47,Completed
5725,4087,2023-07-28,30.67,Completed
12682,4846,2023-07-28,16.63,Completed
4637,3069,2023-07-28,38.83,Completed
7259,2662,2023-07-28,31.25,Refunded
2187,785,2023-07-28,21.41,Completed
2158,4404,2023-07-28,86.83,Refunded
6716,4044,2023-07-28,21.53,Completed
10719,3969,2023-07-28,11.0,Completed
5572,1421,2023-07-28,21.45,Completed
1337,1659,2023-07-28,89.84,Completed
1311,718,2023-07-28,39.24,Completed
9455,3096,2023-07-28,23.08,Completed
8005,2611,2023-07-28,29.17,Cancelled
8640,2794,2023-07-28,63.1,Completed
11006,2215,2023-07-28,30.34,Completed
8603,725,2023-07-28,12.47,Completed
3760,2860,2023-07-28,29.24,Completed
1794,2402,2023-07-28,37.38,Completed
11053,3983,2023-07-28,13.08,Completed
7694,1950,2023-07-28,5.11,Completed
1655,1681,2023-07-28,52.92,Completed
4791,3137,2023-07-29,12.28,Completed
5047,1990,2023-07-29,96.2,Completed
1588,2404,2023-07-29,16.07,Completed
7591,588,2023-07-29,22.81,Completed
6433,4542,2023-07-29,53.44,Completed
4873,3024,2023-07-29,27.32,Completed
9013,1729,2023-07-29,68.11,Completed
7515,3101,2023-07-29,219.18,Refunded
4938,2678,2023-07-29,57.67,Refunded
9057,1861,2023-07-29,86.94,Completed
9231,3197,2023-07-29,13.42,Refunded
1410,2158,2023-07-29,16.66,Completed
5716,4436,2023-07-29,18.67,Completed
10442,2849,2023-07-29,23.92,Completed
3303,4111,2023-07-29,9.84,Completed
7572,2655,2023-07-29,12.65,Completed
4802,3220,2023-07-29,54.79,Completed
2813,1174,2023-07-29,21.27,Completed
2749,4773,2023-07-29,44.8,Completed
11241,2267,2023-07-29,34.91,Completed
12829,1906,2023-07-29,15.3,Completed
5478,1063,2023-07-29,63.01,Completed
12134,2133,2023-07-30,85.88,Completed
12757,736,2023-07-30,106.51,Completed
2027,1471,2023-07-30,28.07,Completed
5867,1885,2023-07-30,48.69,Completed
11272,3050,2023-07-30,23.7,Completed
11408,2354,2023-07-30,25.91,Completed
4952,1787,2023-07-30,22.06,Completed
9943,2890,2023-07-30,32.33,Completed
11000,741,2023-07-30,16.25,Completed
8911,4497,2023-07-30,76.66,Completed
6546,3875,2023-07-30,80.98,Completed
3547,2861,2023-07-30,24.17,Completed
8753,3654,2023-07-30,16.68,Completed
3277,4110,2023-07-30,28.43,Completed
5288,973,2023-07-30,12.07,Refunded
2788,56,2023-07-30,108.57,Completed
3618,1160,2023-07-30,10.51,Completed
9256,3819,2023-07-30,21.92,Completed
9095,3299,2023-07-30,10.68,Completed
6735,3137,2023-07-30,30.75,Completed
5738,2670,2023-07-31,25.68,Completed
1355,1937,2023-07-31,8.1,Completed
7720,3422,2023-07-31,27.61,Completed
12197,2231,2023-07-31,33.27,Completed
8388,4588,2023-07-31,5.95,Completed
10300,4520,2023-07-31,120.56,Completed
10916,4598,2023-07-31,31.46,Refunded
8081,41,2023-07-31,46.3,Completed
2668,3246,2023-07-31,89.37,Completed
12803,4091,2023-07-31,112.48,Completed
7931,4660,2023-07-31,6.78,Completed
11689,4768,2023-07-31,28.4,Completed
3397,2133,2023-07-31,68.21,Completed
6374,3037,2023-07-31,76.69,Refunded
11077,3753,2023-07-31,9.61,Completed
8064,697,2023-07-31,18.46,Completed
9178,4838,2023-07-31,6.18,Completed
6447,683,2023-07-31,8.29,Completed
3288,2077,2023-07-31,104.29,Completed
10384,3129,2023-07-31,24.82,Completed
11678,1165,2023-07-31,50.74,Completed
11728,559,2023-07-31,38.85,Completed
10289,1356,2023-07-31,30.39,Completed
3746,54,2023-07-31,7.76,Completed
5454,4300,2023-08-01,142.59,Completed
9540,725,2023-08-01,107.34,Completed
9380,4757,2023-08-01,59.42,Completed
12617,901,2023-08-01,35.05,Cancelled
11722,3949,2023-08-01,35.47,Cancelled
12434,4877,2023-08-01,12.85,Completed
12097,1028,2023-08-01,58.93,Completed
4000,393,2023-08-01,47.53,Completed
5065,1754,2023-08-01,59.58,Cancelled
7410,1203,2023-08-01,61.19,Completed
6719,847,2023-08-01,17.28,Completed
12290,1607,2023-08-01,42.67,Completed
11141,2484,2023-08-01,31.25,Completed
3424,4379,2023-08-01,23.92,Completed
9813,3698,2023-08-01,26.9,Completed
4457,4858,2023-08-01,12.35,Completed
8253,2123,2023-08-01,18.73,Refunded
8019,1002,2023-08-01,54.03,Completed
9850,3271,2023-08-02,31.62,Completed
10401,4860,2023-08-02,33.39,Completed
4355,1953,2023-08-02,38.57,Completed
9791,1292,2023-08-02,32.39,Completed
4970,4510,2023-08-02,10.47,Completed
7083,4527,2023-08-02,39.9,Completed
5543,1769,2023-08-02,16.21,Completed
3743,358,2023-08-02,23.29,Completed
10158,2937,2023-08-02,68.19,Cancelled
6051,2652,2023-08-02,97.01,Completed
6074,110,2023-08-02,21.28,Cancelled
5824,1192,2023-08-02,53.36,Completed
12148,1420,2023-08-02,53.49,Completed
3784,4362,2023-08-02,101.88,Completed
4095,2950,2023-08-02,20.44,Completed
11086,1165,2023-08-02,91.19,Completed
12080,3365,2023-08-02,15.17,Completed
4038,3667,2023-08-02,19.57,Completed
11863,609,2023-08-02,38.04,Completed
11224,2047,2023-08-02,7.82,Completed
4105,237,2023-08-02,63.42,Completed
5279,1421,2023-08-02,20.64,Completed
10464,2380,2023-08-02,21.11,Completed
3066,1190,2023-08-02,25.28,Completed
8802,3172,2023-08-02,37.59,Cancelled
2015,4858,2023-08-02,15.61,Completed
2721,2791,2023-08-02,23.17,Completed
9283,1249,2023-08-02,189.23,Completed
11468,2361,2023-08-02,153.55,Completed
12815,1187,2023-08-02,31.06,Completed
8191,1705,2023-08-02,19.32,Completed
11293,4923,2023-08-02,32.77,Completed
2051,1457,2023-08-02,38.85,Completed
12948,100,2023-08-02,10.92,Completed
11522,1295,2023-08-02,10.64,Refunded
10529,4682,2023-08-02,36.47,Completed
10759,1721,2023-08-02,239.27,Completed
9260,1555,2023-08-02,39.38,Completed
7347,4724,2023-08-03,17.47,Completed
1167,1325,2023-08-03,32.86,Completed
8817,2371,2023-08-03,56.75,Completed
12536,3062,2023-08-03,19.11,Completed
11162,1769,2023-08-03,12.7,Completed
7089,1493,2023-08-03,100.23,Completed
4711,1884,2023-08-03,37.79,Completed
5718,4610,2023-08-03,13.72,Completed
9888,4725,2023-08-03,23.53,Completed
8027,1828,2023-08-03,35.95,Completed
1135,420,2023-08-03,26.9,Completed
11697,3863,2023-08-03,36.17,Completed
6817,64,2023-08-03,30.37,Completed
5302,3324,2023-08-03,87.73,Completed
1662,1566,2023-08-03,35.74,Completed
11075,3375,2023-08-03,11.71,Cancelled
11354,4211,2023-08-03,20.97,Completed
8992,622,2023-08-03,41.96,Completed
6696,3368,2023-08-03,21.32,Completed
10626,2091,2023-08-03,5.81,Completed
7933,2784,2023-08-03,46.26,Refunded
1285,3128,2023-08-04,19.76,Completed
1759,4399,2023-08-04,25.43,Completed
7481,2791,2023-08-04,30.45,Completed
10435,1826,2023-08-04,41.65,Completed
8544,4165,2023-08-04,15.13,Completed
7660,4428,2023-08-04,35.12,Refunded
8625,2210,2023-08-04,202.47,Completed
9939,556,2023-08-04,50.89,Refunded
4793,829,2023-08-04,7.62,Completed
10676,556,2023-08-04,78.99,Completed
10710,1641,2023-08-04,5.4,Completed
9694,316,2023-08-04,27.94,Completed
11556,2850,2023-08-04,8.55,Completed
5809,697,2023-08-04,55.69,Cancelled
10335,2035,2023-08-04,89.72,Completed
7213,4260,2023-08-04,99.59,Completed
4065,1114,2023-08-04,26.41,Completed
2348,2527,2023-08-04,18.46,Completed
9937,1839,2023-08-04,14.14,Completed
12655,4300,2023-08-04,72.07,Completed
4911,3075,2023-08-04,52.8,Completed
8994,4630,2023-08-04,15.14,Cancelled
1197,1639,2023-08-04,114.16,Completed
6197,3364,2023-08-04,25.1,Refunded
11463,98,2023-08-04,25.48,Completed
2628,658,2023-08-04,11.09,Completed
7594,4391,2023-08-04,31.17,Completed
5422,1255,2023-08-04,25.49,Completed
3585,1277,2023-08-04,151.05,Completed
3089,468,2023-08-04,36.52,Completed
10511,1732,2023-08-04,10.13,Completed
11729,221,2023-08-04,34.52,Completed
4560,2273,2023-08-05,47.23,Completed
9783,4237,2023-08-05,6.21,Completed
2253,4429,2023-08-05,19.98,Completed
8504,3999,2023-08-05,19.18,Completed
11088,3444,2023-08-05,14.64,Completed
5590,259,2023-08-05,59.9,Completed
4373,4391,2023-08-05,34.3,Completed
1866,665,2023-08-05,18.98,Completed
11944,2534,2023-08-05,109.44,Refunded
8894,3785,2023-08-05,143.16,Cancelled
11934,848,2023-08-05,40.1,Completed
9422,2635,2023-08-05,83.96,Completed
8957,1194,2023-08-05,29.77,Refunded
4779,4919,2023-08-05,12.01,Completed
11111,4497,2023-08-05,7.31,Completed
10620,3162,2023-08-05,30.22,Completed
6503,1070,2023-08-05,14.98,Completed
10108,656,2023-08-05,10.8,Completed
11663,2916,2023-08-05,59.18,Cancelled
11797,3173,2023-08-05,39.59,Completed
2922,3826,2023-08-05,23.88,Completed
4077,962,2023-08-06,104.5,Completed
12068,4141,2023-08-06,49.69,Completed
2083,2915,2023-08-06,65.56,Completed
7098,4438,2023-08-06,6.76,Completed
3139,3259,2023-08-06,67.31,Completed
10097,2777,2023-08-06,16.09,Completed
6381,273,2023-08-06,34.54,Completed
4620,3712,2023-08-06,11.78,Completed
1010,3956,2023-08-06,29.99,Completed
11428,1127,2023-08-06,60.86,Completed
3640,118,2023-08-06,12.63,Completed
2529,1343,2023-08-06,19.71,Completed
11064,1923,2023-08-06,49.32,Completed
10853,3635,2023-08-06,58.33,Completed
6133,4498,2023-08-06,40.0,Completed
11033,1553,2023-08-06,3.02,Completed
12253,3536,2023-08-06,6.23,Completed
8420,1590,2023-08-06,67.38,Completed
8039,1273,2023-08-06,86.97,Completed
6256,3095,2023-08-06,55.14,Completed
6729,3816,2023-08-06,9.77,Completed
9195,4099,2023-08-06,19.87,Completed
8705,2758,2023-08-06,72.47,Completed
3266,4860,2023-08-07,32.7,Completed
11548,3350,2023-08-07,39.72,Completed
5421,4248,2023-08-07,29.2,Completed
1873,432,2023-08-07,28.2,Completed
5625,1695,2023-08-07,6.72,Completed
9254,4628,2023-08-07,18.65,Completed
7654,3034,2023-08-07,10.73,Completed
3792,135,2023-08-07,10.64,Completed
1870,860,2023-08-07,40.37,Completed
6465,2748,2023-08-07,16.0,Completed
5779,4239,2023-08-07,10.16,Completed
4544,1937,2023-08-07,14.94,Completed
1880,741,2023-08-07,37.94,Completed
7542,1314,2023-08-07,22.33,Cancelled
11665,3431,2023-08-07,68.46,Completed
9861,420,2023-08-07,30.27,Completed
10490,77,2023-08-08,112.75,Completed
12731,763,2023-08-08,31.33,Completed
12029,2395,2023-08-08,24.49,Completed
9130,913,2023-08-08,4.92,Completed
5892,740,2023-08-08,46.66,Completed
9098,3724,2023-08-08,121.27,Refunded
4677,2597,2023-08-08,57.51,Completed
10904,3626,2023-08-08,55.81,Completed
4354,1041,2023-08-08,16.09,Completed
2355,2574,2023-08-08,23.08,Completed
10781,4438,2023-08-08,53.25,Completed
10503,3360,2023-08-08,47.28,Refunded
8696,268,2023-08-08,43.6,Completed
12238,4682,2023-08-08,16.75,Completed
11668,820,2023-08-08,5.82,Completed
10635,2142,2023-08-08,37.78,Completed
5654,4039,2023-08-08,39.35,Completed
1974,4085,2023-08-08,76.64,Completed
2479,588,2023-08-08,51.75,Completed
9659,432,2023-08-08,36.52,Completed
10487,4098,2023-08-08,172.8,Completed
9543,2712,2023-08-09,64.24,Completed
9249,4900,2023-08-09,7.78,Completed
4386,2906,2023-08-09,51.81,Refunded
6385,1952,2023-08-09,57.72,Completed
1284,2597,2023-08-09,37.8,Refunded
12735,4912,2023-08-09,31.48,Completed
8438,1043,2023-08-09,39.86,Completed
11133,4122,2023-08-09,36.74,Completed
10726,1606,2023-08-09,428.03,Cancelled
6511,1319,2023-08-09,12.95,Completed
7222,3641,2023-08-09,17.33,Completed
2685,4055,2023-08-09,31.02,Completed
9946,358,2023-08-09,26.4,Completed
9773,4556,2023-08-09,97.28,Completed
8379,1087,2023-08-09,21.26,Completed
6562,4958,2023-08-09,12.35,Completed
2475,2673,2023-08-09,23.32,Completed
11872,3536,2023-08-09,29.55,Completed
6456,2169,2023-08-09,34.81,Completed
9801,2674,2023-08-10,27.25,Refunded
6108,962,2023-08-10,91.91,Refunded
10968,2258,2023-08-10,11.35,Completed
6182,521,2023-08-10,23.8,Completed
4709,501,2023-08-10,18.14,Completed
3426,1390,2023-08-10,69.16,Completed
5368,432,2023-08-10,70.21,Completed
8575,978,2023-08-10,148.28,Completed
5648,261,2023-08-10,11.23,Completed
7511,2066,2023-08-10,27.08,Completed
11277,1914,2023-08-10,15.54,Completed
5487,4240,2023-08-10,107.19,Cancelled
3392,3296,2023-08-10,10.7,Completed
10014,4938,2023-08-10,70.56,Completed
6979,1190,2023-08-10,14.54,Completed
2544,2413,2023-08-10,102.33,Completed
5155,182,2023-08-10,21.0,Refunded
4126,377,2023-08-10,24.61,Completed
8310,1893,2023-08-10,83.45,Refunded
4424,2691,2023-08-11,40.2,Refunded
1718,2826,2023-08-11,20.55,Completed
7746,3177,2023-08-11,76.79,Cancelled
11921,3760,2023-08-11,17.78,Completed
3586,291,2023-08-11,18.92,Completed
1081,3923,2023-08-11,6.22,Completed
1918,964,2023-08-11,19.16,Completed
1575,4616,2023-08-11,60.18,Completed
3836,3296,2023-08-11,78.65,Completed
8105,1713,2023-08-11,41.81,Completed
6114,882,2023-08-11,12.41,Completed
4901,4372,2023-08-11,83.51,Completed
8938,2611,2023-08-11,38.46,Completed
2424,943,2023-08-11,95.77,Completed
4718,103,2023-08-11,80.42,Completed
5548,2083,2023-08-11,16.12,Completed
1216,4858,2023-08-11,32.2,Completed
8233,2906,2023-08-11,14.15,Completed
9709,1219,2023-08-11,8.19,Completed
6022,2030,2023-08-11,3.94,Completed
11442,75,2023-08-11,56.37,Refunded
2665,1805,2023-08-11,7.47,Completed
8997,4135,2023-08-11,40.15,Completed
8024,3049,2023-08-12,35.36,Completed
10234,1534,2023-08-12,12.23,Completed
6721,1465,2023-08-12,11.38,Completed
2598,719,2023-08-12,79.81,Completed
4302,1894,2023-08-12,52.94,Completed
5157,4274,2023-08-12,28.54,Refunded
11281,517,2023-08-12,37.25,Completed
10010,1627,2023-08-12,35.9,Completed
7815,3661,2023-08-12,64.17,Completed
12848,2302,2023-08-12,15.26,Refunded
4245,1365,2023-08-12,14.54,Completed
2801,2169,2023-08-12,84.62,Completed
5212,138,2023-08-12,37.0,Completed
6337,2276,2023-08-12,52.6,Completed
4674,845,2023-08-12,46.51,Completed
1074,2708,2023-08-12,4.51,Refunded
5432,1945,2023-08-12,16.67,Completed
3833,872,2023-08-12,13.03,Completed
7734,3407,2023-08-12,38.58,Completed
4693,4823,2023-08-12,74.16,Completed
6524,3456,2023-08-12,47.2,Completed
8216,2576,2023-08-12,238.26,Completed
6355,953,2023-08-12,25.78,Completed
5450,1655,2023-08-12,51.34,Completed
4603,1408,2023-08-12,102.45,Completed
2661,2182,2023-08-12,9.67,Completed
8195,2314,2023-08-12,53.74,Completed
11364,1174,2023-08-12,37.2,Completed
5317,3860,2023-08-12,120.25,Completed
8678,466,2023-08-12,64.41,Completed
11137,1389,2023-08-12,8.09,Completed
4050,4725,2023-08-12,32.13,Completed
6020,2332,2023-08-12,38.66,Completed
10986,3632,2023-08-12,13.72,Completed
3121,4428,2023-08-12,45.18,Completed
8707,3946,2023-08-12,34.03,Completed
11920,2505,2023-08-12,240.09,Completed
10939,3262,2023-08-12,85.57,Completed
2607,962,2023-08-13,79.47,Refunded
8722,1719,2023-08-13,89.29,Completed
2673,4056,2023-08-13,13.25,Completed
8878,1259,2023-08-13,33.04,Refunded
6878,4240,2023-08-13,43.66,Completed
7946,1731,2023-08-13,29.55,Completed
3690,4578,2023-08-13,20.42,Completed
10383,2962,2023-08-13,41.54,Completed
9744,4834,2023-08-13,71.32,Completed
10032,2875,2023-08-13,42.4,Completed
8119,4092,2023-08-13,36.47,Completed
1544,1570,2023-08-13,64.39,Completed
7012,102,2023-08-13,100.72,Completed
11543,1249,2023-08-13,53.69,Completed
4337,720,2023-08-13,26.0,Completed
6859,2395,2023-08-13,33.15,Cancelled
10352,3151,2023-08-13,7.74,Refunded
11497,3758,2023-08-13,20.43,Completed
2524,4805,2023-08-13,17.7,Completed
6259,4869,2023-08-13,19.15,Completed
7178,1840,2023-08-13,10.3,Completed
6361,1981,2023-08-13,14.12,Completed
2433,3324,2023-08-13,34.42,Cancelled
3148,2035,2023-08-13,22.48,Completed
3252,4938,2023-08-13,10.16,Completed
10748,2210,2023-08-13,19.15,Completed
9135,691,2023-08-14,17.25,Completed
1147,2054,2023-08-14,30.67,Completed
5285,1805,2023-08-14,60.82,Refunded
4413,3451,2023-08-14,41.54,Completed
11479,4674,2023-08-14,37.04,Completed
2138,2136,2023-08-14,73.57,Refunded
7268,3246,2023-08-14,24.31,Completed
2352,1681,2023-08-14,33.71,Refunded
6399,1570,2023-08-14,18.74,Completed
9941,4828,2023-08-14,54.05,Completed
5021,418,2023-08-14,23.76,Completed
7156,33,2023-08-14,40.58,Completed
12491,3069,2023-08-14,34.35,Completed
2471,2790,2023-08-14,16.02,Completed
3307,4008,2023-08-14,28.27,Completed
4497,763,2023-08-14,52.46,Refunded
6323,2962,2023-08-14,29.15,Completed
8682,4605,2023-08-14,20.52,Completed
7009,195,2023-08-14,47.91,Completed
8797,16,2023-08-14,91.21,Completed
10402,3851,2023-08-14,13.51,Cancelled
11195,3641,2023-08-14,23.5,Completed
8573,1570,2023-08-14,31.04,Completed
4129,2438,2023-08-14,47.92,Completed
5266,3324,2023-08-15,31.79,Completed
2001,2072,2023-08-15,28.03,Completed
5150,2611,2023-08-15,89.36,Refunded
5727,1982,2023-08-15,85.85,Completed
8123,4362,2023-08-15,15.5,Completed
3294,1157,2023-08-15,48.45,Completed
8161,4427,2023-08-15,32.41,Refunded
6149,2251,2023-08-15,32.76,Completed
12807,4160,2023-08-15,113.4,Refunded
1029,1142,2023-08-15,18.72,Completed
9274,3171,2023-08-15,124.55,Refunded
3312,2362,2023-08-15,15.17,Completed
7243,994,2023-08-15,9.86,Completed
2931,1015,2023-08-15,123.04,Completed
1830,3458,2023-08-15,38.94,Completed
9419,3147,2023-08-15,5.45,Cancelled
1861,2735,2023-08-15,51.01,Completed
9372,2437,2023-08-15,62.96,Refunded
12776,2238,2023-08-15,9.53,Completed
11147,1950,2023-08-15,123.41,Completed
8366,3701,2023-08-15,26.77,Completed
9353,2773,2023-08-15,56.25,Completed
3476,397,2023-08-15,35.4,Completed
6036,3810,2023-08-16,11.81,Completed
7907,2508,2023-08-16,21.02,Completed
3880,2323,2023-08-16,87.98,Completed
12349,2628,2023-08-16,12.12,Completed
4590,3865,2023-08-16,52.65,Completed
11012,700,2023-08-16,183.2,Completed
11024,2534,2023-08-16,19.05,Completed
1883,3201,2023-08-16,48.92,Completed
5534,3357,2023-08-16,104.69,Refunded
7463,860,2023-08-16,54.45,Completed
10249,3299,2023-08-16,58.28,Completed
7773,2004,2023-08-16,46.55,Completed
5156,1519,2023-08-16,80.75,Completed
11926,2122,2023-08-16,17.22,Completed
11791,3174,2023-08-16,53.77,Completed
7823,984,2023-08-16,32.46,Refunded
2109,3796,2023-08-16,54.52,Completed
11601,910,2023-08-16,76.71,Completed
5460,3919,2023-08-16,9.07,Completed
7667,4484,2023-08-16,79.04,Completed
5282,1431,2023-08-16,13.51,Completed
8070,1689,2023-08-16,65.98,Completed
1722,4849,2023-08-16,30.16,Completed
9574,1138,2023-08-16,4.06,Completed
9297,1085,2023-08-17,44.79,Completed
5684,338,2023-08-17,56.69,Completed
5467,1902,2023-08-17,19.36,Completed
9658,4303,2023-08-17,28.67,Completed
6079,1577,2023-08-17,137.97,Completed
7536,696,2023-08-17,11.43,Completed
4363,2574,2023-08-17,71.55,Refunded
10611,4658,2023-08-17,18.4,Completed
6884,4517,2023-08-17,81.61,Completed
8913,883,2023-08-17,62.17,Completed
12973,4638,2023-08-17,4.97,Completed
6250,2227,2023-08-17,37.3,Cancelled
2069,2125,2023-08-17,24.74,Completed
9830,3667,2023-08-17,74.95,Completed
11447,2817,2023-08-17,14.54,Completed
4401,2981,2023-08-17,38.07,Completed
5939,4532,2023-08-17,16.77,Cancelled
7175,529,2023-08-17,27.33,Completed
5685,2608,2023-08-17,18.67,Completed
6835,3580,2023-08-17,30.15,Completed
8456,3420,2023-08-18,52.7,Completed
11687,238,2023-08-18,19.04,Completed
9114,379,2023-08-18,14.18,Completed
1107,414,2023-08-18,43.19,Completed
12136,3075,2023-08-18,31.12,Refunded
3245,3980,2023-08-18,18.24,Completed
7330,4600,2023-08-18,36.29,Completed
9726,3839,2023-08-18,32.93,Refunded
1853,2251,2023-08-18,14.03,Completed
11701,3704,2023-08-18,15.43,Completed
6027,3407,2023-08-18,22.0,Completed
12944,4859,2023-08-18,38.29,Completed
5962,700,2023-08-18,67.28,Cancelled
1236,3970,2023-08-18,11.33,Completed
8212,2371,2023-08-18,21.02,Completed
11470,1085,2023-08-18,98.13,Completed
1016,3722,2023-08-18,36.21,Completed
5492,4195,2023-08-18,82.69,Completed
10962,3271,2023-08-18,24.61,Completed
1517,582,2023-08-18,71.63,Completed
7609,4473,2023-08-18,19.48,Completed
6362,2083,2023-08-18,28.21,Refunded
8951,3061,2023-08-18,35.08,Completed
6046,847,2023-08-18,22.65,Completed
4044,4636,2023-08-18,20.65,Cancelled
5024,3875,2023-08-18,146.02,Completed
3510,1817,2023-08-18,83.57,Completed
5203,1718,2023-08-19,59.18,Completed
7326,901,2023-08-19,15.52,Completed
12395,1789,2023-08-19,27.7,Completed
9215,263,2023-08-19,63.6,Completed
1778,881,2023-08-19,16.16,Completed
3526,1392,2023-08-19,40.11,Completed
7366,1627,2023-08-19,30.44,Completed
11246,2688,2023-08-19,30.42,Completed
5471,3885,2023-08-19,58.21,Completed
12689,2342,2023-08-19,113.04,Completed
11368,2411,2023-08-19,23.04,Completed
11744,632,2023-08-19,31.67,Completed
10440,1238,2023-08-19,17.19,Completed
5773,1085,2023-08-19,65.38,Completed
3590,1412,2023-08-19,17.18,Completed
10632,4730,2023-08-19,53.91,Completed
3740,1826,2023-08-19,14.26,Completed
2965,45,2023-08-19,24.98,Completed
4524,897,2023-08-19,44.26,Completed
9663,2591,2023-08-19,26.18,Completed
11820,3230,2023-08-19,97.26,Completed
1964,3365,2023-08-19,86.67,Completed
3674,1913,2023-08-19,14.95,Completed
6485,4735,2023-08-19,22.43,Completed
12116,2677,2023-08-19,64.52,Refunded
9768,1813,2023-08-19,33.87,Completed
10369,4539,2023-08-19,20.22,Completed
7894,829,2023-08-19,30.31,Completed
5940,2937,2023-08-19,65.95,Completed
3817,3671,2023-08-20,23.49,Refunded
12929,337,2023-08-20,31.67,Completed
7043,582,2023-08-20,58.11,Completed
7435,3846,2023-08-20,109.25,Completed
3396,142,2023-08-20,83.52,Completed
8925,4501,2023-08-20,38.09,Completed
3854,291,2023-08-20,32.23,Completed
12597,2980,2023-08-20,116.96,Completed
12530,841,2023-08-20,112.44,Completed
10502,71,2023-08-20,17.15,Completed
8269,4866,2023-08-20,46.61,Completed
4032,4773,2023-08-20,62.85,Completed
9628,4638,2023-08-20,33.93,Completed
5696,1982,2023-08-20,68.15,Completed
5506,4549,2023-08-20,4.81,Completed
12132,1573,2023-08-20,18.43,Completed
3546,1973,2023-08-20,32.62,Refunded
10434,4230,2023-08-20,33.64,Completed
1247,1325,2023-08-20,17.01,Completed
1349,1028,2023-08-20,26.47,Completed
11967,2860,2023-08-20,31.32,Completed
10077,1162,2023-08-20,20.43,Completed
6639,978,2023-08-21,31.45,Completed
6291,3508,2023-08-21,44.16,Completed
2047,1338,2023-08-21,4.17,Completed
10938,1418,2023-08-21,39.49,Completed
9695,3336,2023-08-21,26.53,Refunded
5618,1779,2023-08-21,89.82,Completed
1267,3621,2023-08-21,23.02,Completed
6730,2093,2023-08-21,11.94,Completed
4714,4323,2023-08-21,8.07,Cancelled
5778,4430,2023-08-21,10.1,Completed
2235,2794,2023-08-21,16.97,Completed
7935,847,2023-08-21,14.18,Refunded
6794,968,2023-08-21,61.57,Completed
8139,4152,2023-08-21,16.3,Refunded
8956,4114,2023-08-21,9.35,Completed
7756,1511,2023-08-21,29.13,Completed
10911,1294,2023-08-21,22.07,Refunded
7035,123,2023-08-21,12.59,Completed
5113,2079,2023-08-21,107.4,Refunded
6718,2595,2023-08-21,18.59,Completed
3123,1622,2023-08-21,52.4,Completed
8435,2115,2023-08-21,75.24,Completed
12863,2646,2023-08-21,104.98,Completed
5089,1392,2023-08-21,90.09,Completed
5452,134,2023-08-21,17.45,Completed
4814,299,2023-08-21,70.09,Completed
2457,2100,2023-08-21,14.19,Completed
3419,3901,2023-08-21,92.29,Completed
7650,1235,2023-08-21,39.67,Completed
6324,873,2023-08-21,21.05,Completed
12705,376,2023-08-21,45.24,Completed
12910,1719,2023-08-21,9.23,Refunded
6058,4154,2023-08-22,90.54,Completed
11534,4111,2023-08-22,55.72,Completed
4006,3093,2023-08-22,14.5,Completed
7882,836,2023-08-22,44.82,Completed
4502,817,2023-08-22,149.96,Completed
2870,4115,2023-08-22,67.55,Completed
11397,1314,2023-08-22,60.82,Completed
2145,4616,2023-08-22,96.77,Refunded
1900,3175,2023-08-22,52.65,Completed
12845,3848,2023-08-22,62.07,Completed
9404,3541,2023-08-22,27.61,Completed
7618,4758,2023-08-22,29.5,Completed
11405,773,2023-08-22,9.18,Completed
10321,2937,2023-08-22,54.45,Completed
8162,658,2023-08-22,37.7,Completed
10592,2417,2023-08-22,24.86,Completed
4529,2473,2023-08-22,41.92,Completed
10613,3230,2023-08-22,32.63,Completed
1631,2332,2023-08-22,139.71,Completed
2380,1865,2023-08-22,27.24,Completed
5112,3541,2023-08-22,28.55,Completed
9806,4804,2023-08-22,33.76,Completed
2585,2949,2023-08-23,145.4,Completed
7801,4606,2023-08-23,28.32,Completed
4021,3744,2023-08-23,107.74,Refunded
5990,2609,2023-08-23,40.9,Completed
10301,255,2023-08-23,53.66,Completed
12786,1742,2023-08-23,9.77,Completed
2393,3946,2023-08-23,78.83,Completed
12090,4012,2023-08-23,165.38,Completed
2231,2047,2023-08-23,129.99,Completed
1931,3865,2023-08-23,67.7,Completed
7234,3260,2023-08-23,13.8,Completed
3940,1645,2023-08-23,37.45,Completed
10804,1429,2023-08-23,20.69,Completed
4333,1430,2023-08-23,37.45,Completed
7246,1950,2023-08-23,65.32,Completed
4672,4079,2023-08-23,209.74,Completed
1373,4052,2023-08-23,192.18,Completed
3233,1347,2023-08-23,28.45,Completed
8251,1408,2023-08-23,46.24,Completed
3022,649,2023-08-23,114.02,Completed
4683,2386,2023-08-23,40.01,Completed
7418,2538,2023-08-23,103.89,Completed
11102,3390,2023-08-23,44.28,Completed
6638,1826,2023-08-23,33.91,Completed
6413,4170,2023-08-23,26.97,Completed
1069,2965,2023-08-23,55.11,Completed
10393,1985,2023-08-23,92.25,Refunded
3234,3813,2023-08-23,115.37,Completed
9490,480,2023-08-23,59.43,Refunded
10224,366,2023-08-23,24.02,Completed
